iter	Passed	Remaining
1678	9007	44639
1679	9009	44618
1680	9015	44614
1681	9021	44614
1682	9027	44613
1683	9034	44612
1684	9038	44604
1685	9044	44598
1686	9050	44595
1687	9055	44589
1688	9057	44568
1689	9063	44564
1690	9068	44557
1691	9073	44553
1692	9078	44547
1693	9084	44543
1694	9086	44522
1695	9091	44515
1696	9096	44508
1697	9102	44503
1698	9104	44482
1699	9109	44477
1700	9111	44456
1701	9117	44452
1702	9119	44431
1703	9125	44428
1704	9127	44407
1705	9133	44402
1706	9139	44402
1707	9145	44398
1708	9150	44394
1709	9152	44373
1710	9158	44368
1711	9160	44347
1712	9165	44340
1713	9167	44320
1714	9169	44299
1715	9175	44294
1716	9181	44291
1717	9186	44286
1718	9191	44280
1719	9193	44256
1720	9198	44252
1721	9204	44246
1722	9209	44242
1723	9215	44236
1724	9220	44233
1725	9223	44213
1726	9228	44208
1727	9233	44203
1728	9238	44195
1729	9244	44191
1730	9250	44188
1731	9255	44182
1732	9260	44176
1733	9266	44173
1734	9268	44153
1735	9274	44148
1736	9279	44144
1737	9285	44141
1738	9290	44135
1739	9297	44134
1740	9302	44131
1741	9305	44111
1742	9310	44107
1743	9312	44086
1744	9318	44080
1745	9327	44095
1746	9333	44091
1747	9338	44086
1748	9344	44081
1749	9349	44076
1750	9355	44072
1751	9360	44068
1752	9366	44064
1753	9371	44059
1754	9377	44054
1755	9382	44050
1756	9385	44029
1757	9390	44024
1758	9395	44019
1759	9401	44014
1760	9407	44011
1761	9412	44007
1762	9418	44004
1763	9424	44000
1764	9429	43994
1765	9435	43991
1766	9440	43985
1767	9446	43982
1768	9451	43977
1769	9456	43971
1770	9462	43968
1771	9468	43965
1772	9474	43962
1773	9480	43958
1774	9485	43955
1775	9490	43948
1776	9496	43943
1777	9503	43945
1778	9508	43939
1779	9513	43933
1780	9518	43927
1781	9524	43922
1782	9529	43918
1783	9535	43912
1784	9537	43893
1785	9542	43888
1786	9547	43881
1787	9553	43876
1788	9558	43872
1789	9564	43866
1790	9569	43861
1791	9575	43857
1792	9580	43852
1793	9586	43848
1794	9591	43841
1795	9596	43835
1796	9602	43832
1797	9607	43826
1798	9612	43820
1799	9619	43821
1800	9625	43818
1801	9630	43812
1802	9636	43811
1803	9642	43807
1804	9647	43800
1805	9654	43801
1806	9656	43781
1807	9662	43779
1808	9667	43774
1809	9672	43768
1810	9678	43763
1811	9683	43757
1812	9688	43752
1813	9694	43747
1814	9700	43743
1815	9705	43738
1816	9711	43734
1817	9716	43731
1818	9722	43725
1819	9727	43719
1820	9732	43713
1821	9738	43708
1822	9739	43685
1823	9744	43680
1824	9750	43676
1825	9756	43672
1826	9762	43670
1827	9767	43666
1828	9773	43661
1829	9778	43654
1830	9783	43648
1831	9788	43643
1832	9794	43638
1833	9799	43633
1834	9805	43629
1835	9810	43625
1836	9816	43620
1837	9821	43615
1838	9827	43610
1839	9832	43604
1840	9837	43598
1841	9842	43592
1842	9847	43586
1843	9853	43580
1844	9858	43574
1845	9863	43567
1846	9868	43561
1847	9873	43556
1848	9879	43551
1849	9881	43532
1850	9887	43527
1851	9892	43522
1852	9894	43500
1853	9899	43496
1854	9905	43492
1855	9910	43487
1856	9916	43482
1857	9921	43478
1858	9924	43463
1859	9930	43459
1860	9935	43454
1861	9941	43449
1862	9946	43443
1863	9952	43439
1864	9957	43433
1865	9962	43429
1866	9964	43408
1867	9969	43402
1868	9975	43397
1869	9980	43391
1870	9986	43387
1871	9992	43384
1872	9997	43378
1873	10003	43376
1874	10008	43370
1875	10013	43365
1876	10019	43360
1877	10024	43355
1878	10030	43350
1879	10035	43344
1880	10040	43339
1881	10046	43334
1882	10048	43316
1883	10053	43307
1884	10058	43300
1885	10063	43294
1886	10064	43273
1887	10070	43267
1888	10075	43262
1889	10080	43257
1890	10082	43237
1891	10084	43214
1892	10089	43210
1893	10095	43206
1894	10100	43200
1895	10105	43195
1896	10111	43191
1897	10117	43187
1898	10122	43181
1899	10127	43176
1900	10133	43171
1901	10138	43166
1902	10144	43164
1903	10150	43160
1904	10155	43154
1905	10162	43154
1906	10167	43148
1907	10169	43127
1908	10174	43122
1909	10179	43117
1910	10185	43111
1911	10190	43109
1912	10196	43105
1913	10201	43098
1914	10207	43093
1915	10212	43090
1916	10218	43087
1917	10224	43082
1918	10230	43080
1919	10242	43104
1920	10247	43097
1921	10250	43082
1922	10256	43077
1923	10260	43070
1924	10266	43066
1925	10271	43061
1926	10277	43057
1927	10283	43052
1928	10288	43045
1929	10293	43040
1930	10298	43035
1931	10304	43029
1932	10309	43023
1933	10314	43019
1934	10320	43014
1935	10325	43009
1936	10331	43005
1937	10336	43000
1938	10341	42994
1939	10347	42989
1940	10352	42983
1941	10357	42978
1942	10361	42964
1943	10366	42960
1944	10372	42955
1945	10377	42950
1946	10383	42945
1947	10388	42940
1948	10398	42955
1949	10407	42962
1950	10413	42959
1951	10418	42956
1952	10424	42950
1953	10429	42945
1954	10435	42941
1955	10440	42935
1956	10445	42931
1957	10452	42929
1958	10457	42925
1959	10463	42923
1960	10468	42916
1961	10474	42911
1962	10479	42905
1963	10484	42900
1964	10489	42893
1965	10495	42891
1966	10501	42888
1967	10507	42883
1968	10513	42880
1969	10520	42881
1970	10525	42877
1971	10533	42882
1972	10540	42881
1973	10546	42879
1974	10552	42878
1975	10557	42873
1976	10563	42868
1977	10569	42864
1978	10574	42860
1979	10580	42855
1980	10585	42851
1981	10591	42846
1982	10596	42842
1983	10602	42837
1984	10608	42835
1985	10613	42829
1986	10619	42825
1987	10624	42820
1988	10630	42814
1989	10635	42810
1990	10641	42807
1991	10647	42803
1992	10652	42797
1993	10658	42793
1994	10663	42787
1995	10669	42786
1996	10675	42781
1997	10684	42789
1998	10690	42788
1999	10696	42784
2000	10701	42779
2001	10706	42774
2002	10712	42771
2003	10718	42767
2004	10723	42760
2005	10729	42759
2006	10735	42754
2007	10740	42749
2008	10746	42743
2009	10751	42738
2010	10756	42733
2011	10762	42729
2012	10767	42723
2013	10773	42718
2014	10778	42714
2015	10784	42708
2016	10789	42702
2017	10795	42698
2018	10800	42694
2019	10806	42690
2020	10811	42686
2021	10817	42681
2022	10823	42676
2023	10829	42674
2024	10834	42669
2025	10840	42664
2026	10846	42663
2027	10851	42657
2028	10856	42651
2029	10863	42650
2030	10868	42646
2031	10874	42640
2032	10879	42635
2033	10885	42631
2034	10890	42626
2035	10896	42621
2036	10901	42616
2037	10907	42611
2038	10912	42606
2039	10917	42600
2040	10921	42587
2041	10926	42583
2042	10931	42577
2043	10937	42571
2044	10942	42566
2045	10948	42562
2046	10953	42557
2047	10959	42552
2048	10964	42548
2049	10971	42547
2050	10978	42547
2051	10985	42548
2052	10991	42547
2053	10997	42543
2054	11003	42540
2055	11009	42538
2056	11015	42535
2057	11021	42531
2058	11026	42526
2059	11032	42523
2060	11037	42518
2061	11043	42512
2062	11048	42508
2063	11051	42490
2064	11056	42485
2065	11058	42467
2066	11064	42463
2067	11069	42458
2068	11075	42453
2069	11081	42451
2070	11087	42447
2071	11092	42442
2072	11098	42439
2073	11103	42434
2074	11109	42429
2075	11114	42424
2076	11120	42418
2077	11125	42414
2078	11130	42408
2079	11136	42403
2080	11141	42397
2081	11146	42392
2082	11155	42397
2083	11160	42392
2084	11165	42387
2085	11171	42382
2086	11177	42379
2087	11182	42373
2088	11188	42368
2089	11193	42363
2090	11198	42356
2091	11204	42352
2092	11209	42348
2093	11215	42342
2094	11220	42338
2095	11226	42333
2096	11231	42327
2097	11236	42323
2098	11243	42320
2099	11248	42315
2100	11253	42310
2101	11259	42304
2102	11265	42302
2103	11271	42300
2104	11277	42296
2105	11283	42294
2106	11287	42284
2107	11293	42280
2108	11298	42274
2109	11303	42269
2110	11309	42265
2111	11315	42261
2112	11320	42255
2113	11326	42251
2114	11331	42245
2115	11336	42240
2116	11342	42234
2117	11347	42228
2118	11352	42222
2119	11357	42217
2120	11363	42211
2121	11368	42207
2122	11374	42204
2123	11380	42199
2124	11386	42195
2125	11391	42191
2126	11396	42184
2127	11402	42179
2128	11407	42174
2129	11413	42169
2130	11418	42165
2131	11424	42159
2132	11429	42154
2133	11434	42148
2134	11439	42142
2135	11446	42141
2136	11451	42137
2137	11457	42133
2138	11463	42128
2139	11468	42123
2140	11474	42119
2141	11479	42114
2142	11485	42109
2143	11491	42105
2144	11496	42099
2145	11499	42086
2146	11504	42080
2147	11510	42076
2148	11516	42072
2149	11521	42067
2150	11527	42062
2151	11532	42057
2152	11537	42052
2153	11542	42045
2154	11548	42042
2155	11554	42036
2156	11559	42030
2157	11564	42026
2158	11570	42021
2159	11576	42017
2160	11582	42014
2161	11587	42009
2162	11595	42013
2163	11600	42007
2164	11606	42001
2165	11611	41997
2166	11616	41991
2167	11622	41987
2168	11628	41984
2169	11634	41979
2170	11639	41974
2171	11645	41970
2172	11650	41966
2173	11656	41961
2174	11661	41956
2175	11667	41952
2176	11673	41946
2177	11678	41940
2178	11683	41934
2179	11689	41930
2180	11694	41926
2181	11700	41921
2182	11705	41916
2183	11711	41914
2184	11717	41908
2185	11722	41904
2186	11728	41899
2187	11734	41897
2188	11741	41895
2189	11746	41892
2190	11752	41887
2191	11758	41883
2192	11763	41877
2193	11768	41871
2194	11775	41870
2195	11780	41865
2196	11786	41861
2197	11791	41856
2198	11797	41850
2199	11802	41845
2200	11808	41841
2201	11813	41836
2202	11820	41834
2203	11825	41830
2204	11831	41824
2205	11837	41823
2206	11843	41818
2207	11848	41812
2208	11853	41807
2209	11859	41801
2210	11864	41796
2211	11870	41792
2212	11875	41786
2213	11880	41781
2214	11886	41777
2215	11891	41771
2216	11897	41767
2217	11903	41763
2218	11908	41757
2219	11913	41752
2220	11919	41747
2221	11924	41742
2222	11930	41738
2223	11936	41733
2224	11941	41728
2225	11946	41722
2226	11952	41717
2227	11957	41712
2228	11963	41707
2229	11969	41706
2230	11976	41705
2231	11982	41702
2232	11987	41696
2233	11993	41692
2234	11998	41686
2235	12004	41681
2236	12008	41673
2237	12014	41669
2238	12020	41665
2239	12026	41661
2240	12032	41658
2241	12037	41654
2242	12043	41649
2243	12048	41644
2244	12054	41640
2245	12063	41647
2246	12069	41645
2247	12075	41640
2248	12081	41637
2249	12086	41631
2250	12091	41625
2251	12097	41620
2252	12102	41615
2253	12113	41630
2254	12119	41624
2255	12124	41619
2256	12130	41614
2257	12136	41611
2258	12141	41607
2259	12147	41601
2260	12152	41595
2261	12158	41592
2262	12163	41587
2263	12169	41583
2264	12176	41582
2265	12181	41576
2266	12187	41571
2267	12192	41566
2268	12197	41560
2269	12203	41555
2270	12208	41550
2271	12214	41546
2272	12220	41541
2273	12225	41538
2274	12231	41534
2275	12238	41532
2276	12245	41532
2277	12252	41532
2278	12257	41527
2279	12263	41522
2280	12268	41516
2281	12273	41511
2282	12280	41509
2283	12286	41506
2284	12292	41505
2285	12299	41503
2286	12305	41501
2287	12312	41500
2288	12318	41497
2289	12324	41495
2290	12329	41488
2291	12335	41484
2292	12341	41481
2293	12347	41476
2294	12352	41471
2295	12358	41467
2296	12364	41464
2297	12370	41460
2298	12376	41456
2299	12381	41450
2300	12386	41445
2301	12392	41440
2302	12398	41437
2303	12404	41434
2304	12410	41429
2305	12416	41427
2306	12421	41420
2307	12427	41416
2308	12432	41410
2309	12437	41404
2310	12443	41401
2311	12449	41396
2312	12454	41390
2313	12459	41385
2314	12465	41380
2315	12470	41375
2316	12476	41370
2317	12481	41364
2318	12487	41360
2319	12492	41354
2320	12498	41350
2321	12504	41346
2322	12509	41340
2323	12514	41335
2324	12520	41330
2325	12525	41323
2326	12531	41320
2327	12537	41316
2328	12542	41311
2329	12548	41306
2330	12553	41301
2331	12558	41295
2332	12564	41290
2333	12569	41285
2334	12575	41281
2335	12581	41277
2336	12586	41271
2337	12592	41266
2338	12597	41261
2339	12602	41255
2340	12608	41250
2341	12614	41247
2342	12620	41243
2343	12625	41238
2344	12630	41232
2345	12636	41228
2346	12642	41224
2347	12648	41220
2348	12654	41216
2349	12659	41210
2350	12665	41206
2351	12670	41202
2352	12676	41196
2353	12682	41192
2354	12687	41187
2355	12693	41182
2356	12698	41176
2357	12704	41172
2358	12709	41167
2359	12714	41160
2360	12720	41156
2361	12726	41152
2362	12731	41147
2363	12736	41141
2364	12742	41137
2365	12748	41132
2366	12753	41127
2367	12759	41124
2368	12764	41118
2369	12770	41113
2370	12776	41108
2371	12781	41103
2372	12786	41097
2373	12792	41092
2374	12797	41087
2375	12803	41082
2376	12808	41078
2377	12813	41071
2378	12819	41065
2379	12824	41061
2380	12830	41056
2381	12835	41050
2382	12841	41045
2383	12846	41040
2384	12852	41035
2385	12857	41030
2386	12863	41025
2387	12868	41019
2388	12874	41015
2389	12879	41010
2390	12884	41004
2391	12890	40998
2392	12895	40994
2393	12901	40988
2394	12906	40983
2395	12912	40977
2396	12917	40973
2397	12923	40967
2398	12928	40963
2399	12934	40958
2400	12939	40954
2401	12945	40949
2402	12951	40945
2403	12957	40941
2404	12962	40936
2405	12972	40944
2406	12978	40940
2407	12983	40935
2408	12989	40930
2409	12994	40925
2410	13000	40922
2411	13006	40917
2412	13012	40912
2413	13015	40900
2414	13020	40894
2415	13025	40889
2416	13031	40883
2417	13036	40877
2418	13041	40871
2419	13047	40867
2420	13052	40861
2421	13059	40860
2422	13065	40857
2423	13069	40846
2424	13075	40842
2425	13080	40838
2426	13086	40833
2427	13091	40827
2428	13097	40823
2429	13102	40817
2430	13108	40813
2431	13113	40808
2432	13119	40803
2433	13124	40797
2434	13130	40792
2435	13135	40786
2436	13140	40780
2437	13146	40775
2438	13151	40770
2439	13156	40764
2440	13162	40759
2441	13167	40753
2442	13173	40748
2443	13178	40743
2444	13183	40737
2445	13188	40731
2446	13194	40725
2447	13199	40720
2448	13205	40716
2449	13211	40711
2450	13216	40706
2451	13221	40700
2452	13227	40694
2453	13232	40690
2454	13238	40685
2455	13244	40681
2456	13249	40676
2457	13255	40671
2458	13261	40670
2459	13267	40666
2460	13273	40660
2461	13278	40655
2462	13283	40648
2463	13288	40643
2464	13294	40639
2465	13302	40639
2466	13307	40635
2467	13313	40631
2468	13319	40626
2469	13324	40622
2470	13330	40617
2471	13336	40613
2472	13341	40607
2473	13347	40602
2474	13353	40598
2475	13358	40593
2476	13364	40589
2477	13370	40585
2478	13375	40580
2479	13380	40574
2480	13387	40571
2481	13392	40565
2482	13397	40560
2483	13403	40555
2484	13409	40551
2485	13414	40546
2486	13420	40541
2487	13426	40537
2488	13431	40532
2489	13437	40529
2490	13444	40527
2491	13451	40526
2492	13457	40524
2493	13463	40520
2494	13468	40514
2495	13474	40511
2496	13480	40506
2497	13485	40499
2498	13490	40494
2499	13496	40490
2500	13502	40485
2501	13507	40480
2502	13513	40476
2503	13519	40472
2504	13525	40469
2505	13532	40468
2506	13538	40463
2507	13543	40458
2508	13548	40452
2509	13554	40447
2510	13559	40441
2511	13565	40435
2512	13570	40430
2513	13575	40425
2514	13581	40420
2515	13587	40415
2516	13592	40410
2517	13598	40405
2518	13603	40400
2519	13609	40397
2520	13615	40392
2521	13620	40387
2522	13626	40381
2523	13631	40375
2524	13636	40370
2525	13642	40366
2526	13648	40362
2527	13654	40357
2528	13659	40353
2529	13665	40346
2530	13670	40342
2531	13676	40337
2532	13681	40331
2533	13687	40326
2534	13692	40321
2535	13698	40317
2536	13704	40313
2537	13709	40308
2538	13715	40303
2539	13721	40299
2540	13726	40293
2541	13731	40288
2542	13737	40283
2543	13743	40278
2544	13748	40273
2545	13754	40269
2546	13760	40266
2547	13767	40264
2548	13772	40259
2549	13778	40254
2550	13783	40249
2551	13789	40244
2552	13794	40238
2553	13800	40235
2554	13806	40230
2555	13812	40225
2556	13817	40221
2557	13823	40216
2558	13829	40211
2559	13834	40207
2560	13840	40202
2561	13846	40197
2562	13851	40192
2563	13857	40187
2564	13862	40182
2565	13870	40184
2566	13875	40178
2567	13881	40173
2568	13886	40166
2569	13891	40161
2570	13897	40157
2571	13903	40152
2572	13908	40146
2573	13913	40141
2574	13919	40135
2575	13924	40130
2576	13930	40126
2577	13935	40121
2578	13941	40116
2579	13946	40110
2580	13951	40103
2581	13957	40099
2582	13962	40093
2583	13968	40088
2584	13974	40084
2585	13980	40080
2586	13985	40075
2587	13991	40070
2588	13996	40065
2589	14002	40059
2590	14007	40055
2591	14013	40049
2592	14018	40045
2593	14024	40041
2594	14030	40035
2595	14035	40030
2596	14040	40024
2597	14046	40019
2598	14051	40014
2599	14057	40010
2600	14062	40004
2601	14068	39999
2602	14074	39995
2603	14079	39989
2604	14084	39983
2605	14091	39980
2606	14096	39975
2607	14101	39969
2608	14107	39965
2609	14113	39960
2610	14118	39954
2611	14124	39950
2612	14129	39944
2613	14135	39939
2614	14140	39934
2615	14145	39928
2616	14151	39923
2617	14157	39920
2618	14163	39917
2619	14169	39913
2620	14175	39907
2621	14180	39902
2622	14185	39896
2623	14191	39892
2624	14198	39889
2625	14203	39885
2626	14210	39882
2627	14216	39881
2628	14223	39877
2629	14229	39875
2630	14235	39872
2631	14241	39868
2632	14247	39862
2633	14253	39859
2634	14258	39853
2635	14264	39848
2636	14269	39842
2637	14274	39837
2638	14280	39831
2639	14285	39827
2640	14291	39822
2641	14297	39817
2642	14299	39803
2643	14304	39798
2644	14310	39792
2645	14315	39788
2646	14321	39783
2647	14326	39777
2648	14329	39765
2649	14336	39762
2650	14341	39758
2651	14347	39752
2652	14352	39747
2653	14358	39741
2654	14363	39736
2655	14368	39730
2656	14374	39725
2657	14379	39719
2658	14384	39713
2659	14390	39708
2660	14393	39696
2661	14398	39691
2662	14404	39686
2663	14410	39682
2664	14415	39675
2665	14420	39670
2666	14425	39664
2667	14431	39659
2668	14434	39648
2669	14440	39643
2670	14446	39639
2671	14452	39634
2672	14457	39628
2673	14463	39624
2674	14468	39619
2675	14474	39614
2676	14479	39609
2677	14485	39604
2678	14490	39599
2679	14496	39594
2680	14501	39588
2681	14506	39582
2682	14512	39576
2683	14517	39572
2684	14523	39567
2685	14529	39563
2686	14535	39558
2687	14540	39554
2688	14544	39543
2689	14549	39539
2690	14555	39534
2691	14560	39528
2692	14566	39522
2693	14571	39518
2694	14577	39512
2695	14582	39507
2696	14588	39502
2697	14594	39500
2698	14601	39497
2699	14607	39493
2700	14612	39487
2701	14618	39483
2702	14623	39478
2703	14629	39472
2704	14634	39467
2705	14640	39463
2706	14646	39459
2707	14652	39454
2708	14657	39449
2709	14663	39444
2710	14668	39439
2711	14675	39436
2712	14682	39436
2713	14689	39434
2714	14694	39428
2715	14699	39422
2716	14704	39417
2717	14710	39411
2718	14715	39405
2719	14721	39401
2720	14727	39396
2721	14733	39392
2722	14738	39387
2723	14744	39383
2724	14749	39377
2725	14755	39372
2726	14763	39375
2727	14766	39363
2728	14772	39358
2729	14777	39352
2730	14782	39346
2731	14788	39341
2732	14793	39336
2733	14799	39331
2734	14804	39325
2735	14809	39319
2736	14815	39314
2737	14820	39309
2738	14825	39303
2739	14831	39297
2740	14836	39292
2741	14842	39286
2742	14847	39281
2743	14853	39276
2744	14858	39271
2745	14864	39267
2746	14870	39262
2747	14876	39258
2748	14881	39253
2749	14887	39247
2750	14892	39243
2751	14898	39238
2752	14904	39233
2753	14909	39227
2754	14914	39221
2755	14919	39216
2756	14924	39209
2757	14930	39204
2758	14935	39197
2759	14940	39192
2760	14946	39187
2761	14951	39181
2762	14956	39175
2763	14961	39169
2764	14967	39164
2765	14973	39160
2766	14978	39154
2767	14984	39150
2768	14987	39139
2769	14993	39134
2770	14998	39128
2771	15003	39122
2772	15009	39118
2773	15015	39113
2774	15020	39107
2775	15025	39101
2776	15031	39096
2777	15037	39091
2778	15042	39085
2779	15047	39081
2780	15053	39075
2781	15058	39069
2782	15063	39063
2783	15069	39059
2784	15074	39053
2785	15079	39047
2786	15085	39042
2787	15090	39037
2788	15096	39031
2789	15102	39027
2790	15107	39021
2791	15112	39015
2792	15118	39010
2793	15123	39005
2794	15129	39000
2795	15135	38997
2796	15142	38996
2797	15148	38991
2798	15154	38986
2799	15159	38981
2800	15164	38975
2801	15170	38970
2802	15176	38966
2803	15182	38962
2804	15185	38951
2805	15191	38947
2806	15196	38941
2807	15201	38935
2808	15206	38929
2809	15209	38915
2810	15214	38909
2811	15219	38904
2812	15225	38899
2813	15230	38893
2814	15236	38888
2815	15241	38883
2816	15247	38878
2817	15252	38872
2818	15257	38867
2819	15261	38856
2820	15266	38851
2821	15272	38847
2822	15277	38841
2823	15283	38836
2824	15288	38831
2825	15294	38825
2826	15299	38819
2827	15304	38813
2828	15309	38807
2829	15314	38801
2830	15320	38796
2831	15326	38792
2832	15331	38786
2833	15337	38782
2834	15343	38778
2835	15349	38773
2836	15354	38768
2837	15360	38763
2838	15365	38758
2839	15370	38751
2840	15374	38741
2841	15379	38736
2842	15384	38730
2843	15390	38724
2844	15395	38718
2845	15400	38711
2846	15406	38707
2847	15411	38701
2848	15414	38690
2849	15420	38686
2850	15425	38680
2851	15431	38675
2852	15436	38669
2853	15443	38667
2854	15448	38662
2855	15454	38658
2856	15461	38655
2857	15466	38650
2858	15472	38645
2859	15477	38640
2860	15483	38635
2861	15489	38631
2862	15494	38625
2863	15500	38620
2864	15505	38614
2865	15510	38609
2866	15516	38603
2867	15521	38598
2868	15527	38593
2869	15532	38587
2870	15537	38581
2871	15543	38576
2872	15548	38570
2873	15553	38564
2874	15558	38559
2875	15564	38554
2876	15570	38549
2877	15575	38543
2878	15580	38538
2879	15586	38533
2880	15591	38527
2881	15597	38523
2882	15603	38517
2883	15608	38512
2884	15614	38507
2885	15617	38496
2886	15622	38490
2887	15625	38479
2888	15631	38474
2889	15636	38468
2890	15642	38464
2891	15647	38458
2892	15653	38453
2893	15658	38447
2894	15664	38443
2895	15669	38437
2896	15671	38423
2897	15676	38418
2898	15683	38415
2899	15688	38409
2900	15694	38404
2901	15699	38399
2902	15706	38397
2903	15712	38393
2904	15718	38391
2905	15721	38379
2906	15725	38368
2907	15728	38357
2908	15733	38351
2909	15738	38346
2910	15744	38341
2911	15749	38335
2912	15755	38330
2913	15760	38325
2914	15765	38318
2915	15770	38313
2916	15776	38307
2917	15781	38302
2918	15787	38296
2919	15792	38292
2920	15798	38287
2921	15803	38282
2922	15809	38276
2923	15814	38270
2924	15820	38265
2925	15823	38255
2926	15826	38244
2927	15831	38237
2928	15836	38231
2929	15841	38226
2930	15847	38221
2931	15852	38215
2932	15858	38211
2933	15864	38205
2934	15869	38200
2935	15874	38195
2936	15880	38189
2937	15883	38178
2938	15888	38173
2939	15893	38166
2940	15898	38160
2941	15904	38155
2942	15910	38150
2943	15916	38146
2944	15922	38143
2945	15928	38138
2946	15934	38135
2947	15939	38130
2948	15942	38119
2949	15948	38113
2950	15953	38107
2951	15958	38101
2952	15964	38096
2953	15969	38090
2954	15972	38080
2955	15978	38075
2956	15983	38070
2957	15989	38065
2958	15995	38060
2959	16000	38056
2960	16006	38051
2961	16012	38047
2962	16018	38043
2963	16024	38038
2964	16029	38033
2965	16034	38026
2966	16039	38021
2967	16043	38010
2968	16049	38006
2969	16054	38001
2970	16059	37995
2971	16065	37991
2972	16070	37985
2973	16076	37979
2974	16081	37973
2975	16087	37968
2976	16089	37956
2977	16094	37950
2978	16100	37945
2979	16105	37939
2980	16110	37934
2981	16116	37929
2982	16121	37923
2983	16127	37918
2984	16132	37912
2985	16137	37905
2986	16142	37900
2987	16148	37895
2988	16153	37890
2989	16159	37884
2990	16164	37879
2991	16169	37873
2992	16175	37868
2993	16180	37863
2994	16186	37857
2995	16191	37852
2996	16196	37846
2997	16202	37840
2998	16207	37836
2999	16213	37830
3000	16218	37824
3001	16223	37818
3002	16229	37814
3003	16235	37809
3004	16240	37803
3005	16247	37801
3006	16252	37797
3007	16258	37791
3008	16263	37786
3009	16269	37781
3010	16274	37776
3011	16280	37771
3012	16286	37766
3013	16291	37761
3014	16297	37756
3015	16302	37750
3016	16307	37745
3017	16313	37739
3018	16318	37735
3019	16324	37730
3020	16330	37725
3021	16335	37719
3022	16341	37716
3023	16347	37711
3024	16353	37707
3025	16358	37701
3026	16364	37696
3027	16370	37692
3028	16375	37687
3029	16380	37681
3030	16386	37676
3031	16392	37672
3032	16397	37666
3033	16403	37661
3034	16408	37655
3035	16413	37649
3036	16419	37644
3037	16424	37639
3038	16430	37633
3039	16435	37629
3040	16441	37624
3041	16446	37619
3042	16450	37608
3043	16455	37602
3044	16461	37599
3045	16466	37593
3046	16469	37582
3047	16475	37577
3048	16477	37564
3049	16482	37559
3050	16488	37553
3051	16494	37549
3052	16497	37539
3053	16502	37533
3054	16505	37523
3055	16511	37517
3056	16518	37517
3057	16525	37513
3058	16530	37507
3059	16535	37501
3060	16540	37496
3061	16546	37490
3062	16552	37486
3063	16557	37482
3064	16563	37477
3065	16569	37472
3066	16574	37466
3067	16577	37455
3068	16582	37449
3069	16584	37436
3070	16589	37431
3071	16595	37426
3072	16598	37415
3073	16603	37410
3074	16609	37404
3075	16614	37398
3076	16619	37392
3077	16625	37388
3078	16631	37383
3079	16636	37378
3080	16641	37372
3081	16647	37367
3082	16650	37357
3083	16655	37351
3084	16661	37345
3085	16667	37341
3086	16672	37336
3087	16678	37331
3088	16681	37321
3089	16687	37316
3090	16692	37311
3091	16697	37305
3092	16703	37300
3093	16708	37294
3094	16714	37289
3095	16716	37276
3096	16718	37263
3097	16721	37253
3098	16726	37247
3099	16732	37242
3100	16737	37236
3101	16742	37231
3102	16750	37230
3103	16755	37224
3104	16761	37219
3105	16767	37216
3106	16769	37204
3107	16773	37194
3108	16778	37189
3109	16784	37185
3110	16790	37181
3111	16792	37168
3112	16797	37162
3113	16803	37157
3114	16808	37151
3115	16814	37146
3116	16816	37134
3117	16822	37130
3118	16827	37124
3119	16830	37114
3120	16834	37103
3121	16837	37093
3122	16840	37083
3123	16845	37077
3124	16849	37067
3125	16852	37057
3126	16854	37045
3127	16857	37034
3128	16862	37029
3129	16865	37017
3130	16870	37012
3131	16876	37007
3132	16879	36996
3133	16882	36987
3134	16888	36981
3135	16891	36971
3136	16896	36966
3137	16900	36956
3138	16903	36946
3139	16908	36939
3140	16911	36929
3141	16916	36923
3142	16919	36913
3143	16925	36908
3144	16930	36903
3145	16933	36891
3146	16938	36886
3147	16944	36881
3148	16949	36875
3149	16954	36869
3150	16960	36864
3151	16962	36853
3152	16965	36843
3153	16969	36833
3154	16971	36821
3155	16977	36816
3156	16982	36811
3157	16988	36806
3158	16994	36802
3159	16997	36792
3160	17003	36788
3161	17007	36779
3162	17009	36767
3163	17016	36764
