iter	RMSE
576	1.954065543
577	1.953695844
578	1.953201362
579	1.952549948
580	1.951677587
581	1.95143532
582	1.951264677
583	1.949273516
584	1.948428692
585	1.947246756
586	1.945329921
587	1.945183815
588	1.943595124
589	1.943058558
590	1.942081673
591	1.941502413
592	1.941426116
593	1.93946975
594	1.939215529
595	1.938644707
596	1.937888039
597	1.937654354
598	1.935738223
599	1.935546833
600	1.935284362
601	1.934983107
602	1.934859453
603	1.934483491
604	1.934353
605	1.934130684
606	1.933522587
607	1.931715091
608	1.931439267
609	1.930997323
610	1.929184384
611	1.929003103
612	1.928388201
613	1.926974012
614	1.9267288
615	1.926449701
616	1.92471534
617	1.924642668
618	1.923006544
619	1.922824059
620	1.921163655
621	1.920875383
622	1.919354369
623	1.918019712
624	1.917620126
625	1.917258539
626	1.915693735
627	1.91526409
628	1.913982212
629	1.912357134
630	1.912103638
631	1.911842889
632	1.911115197
633	1.910632611
634	1.910425061
635	1.910050105
636	1.909593403
637	1.908951381
638	1.908622165
639	1.908469656
640	1.907909834
641	1.907787372
642	1.907511556
643	1.907372893
644	1.906341431
645	1.90614668
646	1.905909232
647	1.905767353
648	1.904174649
649	1.903516211
650	1.903366284
651	1.903352528
652	1.902593474
653	1.902292352
654	1.901652264
655	1.900925155
656	1.900712462
657	1.899183409
658	1.898944065
659	1.89847048
660	1.896917818
661	1.896521137
662	1.896488733
663	1.895371882
664	1.89501046
665	1.894654242
666	1.894195052
667	1.893610458
668	1.893596887
669	1.89321716
670	1.891704708
671	1.890974281
672	1.890503467
673	1.890170534
674	1.889727705
675	1.888385954
676	1.887538379
677	1.88743635
678	1.885908658
679	1.88451634
680	1.883193491
681	1.882906346
682	1.882621857
683	1.882020774
684	1.881497548
685	1.880416618
686	1.880159219
687	1.879756503
688	1.878925742
689	1.878742748
690	1.877553332
691	1.877190605
692	1.877059146
693	1.876903583
694	1.876771476
695	1.875292548
696	1.874907938
697	1.873593936
698	1.872439836
699	1.871123477
700	1.870930772
701	1.869632947
702	1.869359451
703	1.868966794
704	1.867776212
705	1.866955793
706	1.865691355
707	1.865217737
708	1.863914638
709	1.862709283
710	1.861491407
711	1.860301419
712	1.859972811
713	1.859631749
714	1.859434028
715	1.85924297
716	1.858043359
717	1.856813418
718	1.855644407
719	1.855342557
720	1.855063175
721	1.854946423
722	1.854695984
723	1.853525155
724	1.853281164
725	1.852848415
726	1.852745276
727	1.851728761
728	1.851539505
729	1.851360747
730	1.851061317
731	1.850832103
732	1.849755876
733	1.849116995
734	1.848110649
735	1.847914997
736	1.847624885
737	1.847413723
738	1.847405778
739	1.847228676
740	1.846209491
741	1.84614336
742	1.845842273
743	1.845259187
744	1.844863225
745	1.843834855
746	1.843421104
747	1.843391494
748	1.842595214
749	1.841628974
750	1.841447814
751	1.840681339
752	1.840178698
753	1.839151043
754	1.838732909
755	1.837786599
756	1.837597899
757	1.837441131
758	1.837417878
759	1.836488037
760	1.835761419
761	1.835135275
762	1.834943038
763	1.834775955
764	1.834070818
765	1.833129297
766	1.832041692
767	1.831818029
768	1.831719531
769	1.831442477
770	1.83048041
771	1.830326891
772	1.829390333
773	1.829172265
774	1.828288432
775	1.827985961
776	1.827322889
777	1.827202795
778	1.826324767
779	1.826073842
780	1.825228324
781	1.825228069
782	1.825182419
783	1.824083528
784	1.823851463
785	1.823607817
786	1.822858549
787	1.822778332
788	1.821949324
789	1.821064875
790	1.820386069
791	1.820139449
792	1.819975184
793	1.819781846
794	1.819003985
795	1.818205138
796	1.817905314
797	1.817100692
798	1.816306067
799	1.815930065
800	1.815884436
801	1.815041313
802	1.8142374
803	1.813498814
804	1.813164009
805	1.812439526
806	1.811709432
807	1.811405028
808	1.810686154
809	1.81013344
810	1.809426426
811	1.809111465
812	1.808387203
813	1.808211458
814	1.808158149
815	1.807362602
816	1.806690981
817	1.806176271
818	1.805506141
819	1.804850029
820	1.804098712
821	1.803926298
822	1.803794928
823	1.802963324
824	1.802773183
825	1.802143556
826	1.80164777
827	1.801180162
828	1.801011547
829	1.80032388
830	1.79962774
831	1.799356741
832	1.79853413
833	1.797860982
834	1.797815246
835	1.797365215
836	1.79715582
837	1.79653509
838	1.796493092
839	1.796284256
840	1.796142107
841	1.796015251
842	1.795872165
843	1.795271402
844	1.794511129
845	1.794049378
846	1.793253475
847	1.792793333
848	1.792167989
849	1.791592278
850	1.790928465
851	1.790679572
852	1.790041056
853	1.789902466
854	1.789330555
855	1.788924297
856	1.788333707
857	1.788294677
858	1.787734958
859	1.787248597
860	1.786687074
861	1.786326607
862	1.785767785
863	1.785518688
864	1.784989314
865	1.784231778
866	1.783659741
867	1.783630252
868	1.783112024
869	1.782599992
870	1.782104427
871	1.781592835
872	1.781218428
873	1.780973042
874	1.780245246
875	1.779737384
876	1.779379008
877	1.779241293
878	1.778633867
879	1.778158349
880	1.777476419
881	1.777036362
882	1.776501145
883	1.776021589
884	1.775843989
885	1.775376454
886	1.774946129
887	1.774401041
888	1.773904684
889	1.77346627
890	1.77336858
891	1.772716573
892	1.772264935
893	1.771801022
894	1.770919879
895	1.7701966
896	1.770178425
897	1.7697193
898	1.768934942
899	1.768899818
900	1.768487221
901	1.768071406
902	1.768036383
903	1.768019142
904	1.767986593
905	1.767308984
906	1.766954299
907	1.76623111
908	1.765991188
909	1.765746522
910	1.765602421
911	1.765199616
912	1.764543187
913	1.764513057
914	1.764284019
915	1.763860288
916	1.763477023
917	1.763049748
918	1.762825423
919	1.76278367
920	1.762480426
921	1.76213094
922	1.761779603
923	1.761386274
924	1.761285102
925	1.760905558
926	1.760348381
927	1.760038675
928	1.759272136
929	1.758914673
930	1.758903103
931	1.758492956
932	1.758122247
933	1.757729508
934	1.757085893
935	1.756704771
936	1.756285702
937	1.75573689
938	1.755399236
939	1.755026099
940	1.754702808
941	1.754298945
942	1.754068959
943	1.754068538
944	1.753445786
945	1.753084978
946	1.752885843
947	1.752226904
948	1.751944445
949	1.751241137
950	1.750689509
951	1.750661855
952	1.750638562
953	1.750258232
954	1.749917885
955	1.749287433
956	1.748973595
957	1.748948668
958	1.748398241
959	1.747993251
960	1.747771298
961	1.747667008
962	1.747334271
963	1.747324138
964	1.746893503
965	1.74644391
966	1.746311567
967	1.746277505
968	1.745927936
969	1.745915637
970	1.745366571
971	1.74496296
972	1.744286087
973	1.743968738
974	1.743378776
975	1.742899738
976	1.742307904
977	1.742014586
978	1.741661708
979	1.74153189
980	1.741250231
981	1.740611527
982	1.739701718
983	1.739390724
984	1.739327874
985	1.738863998
986	1.738838828
987	1.73881407
988	1.738510972
989	1.738235176
990	1.737953948
991	1.737715793
992	1.737467612
993	1.737435992
994	1.736950918
995	1.736515642
996	1.736184603
997	1.736160703
998	1.736151796
999	1.736127371
1000	1.735756173
1001	1.735727347
1002	1.735707433
1003	1.735428011
1004	1.735305042
1005	1.735206985
1006	1.735127653
1007	1.735122213
1008	1.734683818
1009	1.734664353
1010	1.734502304
1011	1.733893093
1012	1.733871534
1013	1.733219257
1014	1.733150711
1015	1.732833904
1016	1.73282461
1017	1.73270938
1018	1.732291445
1019	1.731840018
1020	1.731838052
1021	1.731820941
1022	1.731389518
1023	1.730735145
1024	1.730713544
1025	1.730339873
1026	1.729950716
1027	1.729613683
1028	1.729316488
1029	1.72931267
1030	1.729024656
1031	1.728429237
1032	1.728276257
1033	1.727426711
1034	1.727307429
1035	1.727008236
1036	1.726737679
1037	1.726733229
1038	1.726132648
1039	1.726112393
1040	1.725748912
1041	1.725607372
1042	1.725323736
1043	1.724971412
1044	1.724595
1045	1.72435805
1046	1.724353817
1047	1.724001238
1048	1.723980682
1049	1.723319629
1050	1.722987601
1051	1.722859028
1052	1.72232947
1053	1.722313991
1054	1.722311716
1055	1.721880203
1056	1.721478314
1057	1.7211402
1058	1.721120317
1059	1.720972597
1060	1.720665743
1061	1.720165184
1062	1.719877745
1063	1.719689493
1064	1.719394204
1065	1.719371997
1066	1.719095235
1067	1.718469068
1068	1.71796033
1069	1.717915458
1070	1.717299855
1071	1.717282141
1072	1.716808184
1073	1.716580037
1074	1.716322086
1075	1.716178542
1076	1.7161599
1077	1.715821162
1078	1.715567891
1079	1.715393207
1080	1.715375442
1081	1.715063601
1082	1.71466702
1083	1.714664109
1084	1.714661218
1085	1.714129868
1086	1.714118697
1087	1.714108298
1088	1.713790559
1089	1.713192768
1090	1.71307347
1091	1.713070087
1092	1.712935409
1093	1.712527534
1094	1.712184309
1095	1.711891159
1096	1.711484883
1097	1.711119633
1098	1.710949414
1099	1.710623495
1100	1.710501571
1101	1.710034582
1102	1.709683435
1103	1.709305719
1104	1.708790476
1105	1.708567868
1106	1.70786846
1107	1.707357958
1108	1.707186177
1109	1.7071663
1110	1.706688245
1111	1.706667663
1112	1.706387871
1113	1.706237168
1114	1.705949724
1115	1.705733932
1116	1.705007178
1117	1.704562252
1118	1.704278554
1119	1.703843299
1120	1.703704413
1121	1.703654783
1122	1.703350831
1123	1.703100318
1124	1.70295331
1125	1.702847912
1126	1.702844787
1127	1.702567182
1128	1.702321204
1129	1.701955195
1130	1.701472844
1131	1.701319322
1132	1.701317331
1133	1.701315302
1134	1.701188828
1135	1.701186267
1136	1.701063077
1137	1.701059291
1138	1.700887923
1139	1.700382509
1140	1.70023791
1141	1.700022764
1142	1.699954325
1143	1.699749144
1144	1.699209923
1145	1.699040647
1146	1.698730617
1147	1.698490756
1148	1.698148757
1149	1.698019734
1150	1.697908823
1151	1.697840686
1152	1.697747363
1153	1.697635218
1154	1.697628525
1155	1.697626885
1156	1.697625016
1157	1.697531916
1158	1.697530073
1159	1.697305516
1160	1.697303059
1161	1.697187663
1162	1.69718345
1163	1.696878191
1164	1.696871601
1165	1.696586187
1166	1.69647617
1167	1.696108906
1168	1.695902977
1169	1.695596181
1170	1.695360412
1171	1.694877607
1172	1.69453431
1173	1.694403984
1174	1.693787629
1175	1.69366861
1176	1.693571986
1177	1.693180955
1178	1.693085485
1179	1.693083632
1180	1.69297253
1181	1.692924262
1182	1.69231989
1183	1.692034132
1184	1.691879004
1185	1.69162514
1186	1.691027771
1187	1.690935757
1188	1.690653522
1189	1.690651792
1190	1.690422946
1191	1.690385659
1192	1.690135719
1193	1.689890085
1194	1.689669274
1195	1.689513586
1196	1.689511895
1197	1.689267794
1198	1.689149105
1199	1.689147368
1200	1.689055455
1201	1.689010487
1202	1.688702204
1203	1.688699186
1204	1.688530182
1205	1.68852847
1206	1.688252436
1207	1.688164989
1208	1.687744049
1209	1.687742388
1210	1.687267029
1211	1.687205786
1212	1.687168721
1213	1.686729216
1214	1.686399572
1215	1.686265562
1216	1.68596652
1217	1.685569769
1218	1.68512138
1219	1.684904535
1220	1.684822225
1221	1.684804752
1222	1.684692423
1223	1.684568729
1224	1.684462468
1225	1.684217446
1226	1.684124136
1227	1.683468774
1228	1.683381773
1229	1.683245436
1230	1.68314169
1231	1.683038687
1232	1.68293748
1233	1.682704084
1234	1.682589862
1235	1.682462867
1236	1.681920171
1237	1.681818844
1238	1.681621038
1239	1.681431247
1240	1.681243939
1241	1.680981267
1242	1.680644032
1243	1.680555435
1244	1.680521725
1245	1.680288472
1246	1.680051436
1247	1.679849066
1248	1.679631265
1249	1.67949218
1250	1.679424972
1251	1.67942325
1252	1.679316158
1253	1.67922701
1254	1.678596373
1255	1.678234095
1256	1.678091842
1257	1.677849009
1258	1.677440231
1259	1.677436812
1260	1.677244473
1261	1.677100654
1262	1.676754195
1263	1.676734685
1264	1.676105004
1265	1.675935894
1266	1.675934673
1267	1.675747689
1268	1.675382172
1269	1.675102628
1270	1.674943602
1271	1.674710825
1272	1.674658067
1273	1.674656417
1274	1.674654945
1275	1.674599716
1276	1.674359613
1277	1.674236908
1278	1.674141915
1279	1.674024687
1280	1.673799192
1281	1.673763446
1282	1.673762244
1283	1.673385277
1284	1.673066874
1285	1.673065455
1286	1.673062256
1287	1.673060851
1288	1.673026732
1289	1.673025341
1290	1.672987889
1291	1.672726954
1292	1.672720614
1293	1.67249455
1294	1.672100474
1295	1.672056171
1296	1.671860876
1297	1.671369086
1298	1.671242581
1299	1.670896514
1300	1.67061152
1301	1.670610155
1302	1.670607076
1303	1.670412771
1304	1.670411604
1305	1.670344606
1306	1.669992916
1307	1.669981448
1308	1.669980102
1309	1.669941165
1310	1.66976832
1311	1.669462214
1312	1.669201888
1313	1.669042135
1314	1.668736428
1315	1.668734926
1316	1.668732866
1317	1.668731548
1318	1.66863998
1319	1.668426615
1320	1.667909281
1321	1.667652479
1322	1.66757784
1323	1.667577656
1324	1.666975423
1325	1.666924373
1326	1.666922891
1327	1.666791706
1328	1.666702623
1329	1.666614012
1330	1.666330363
1331	1.666329088
1332	1.666251331
1333	1.666062034
1334	1.66547027
1335	1.665383183
1336	1.665092693
1337	1.665091636
1338	1.664751196
1339	1.664222157
1340	1.664221106
1341	1.663790524
1342	1.663789319
1343	1.663563117
1344	1.663561922
1345	1.66353938
1346	1.663364974
1347	1.663300032
1348	1.663298776
1349	1.663269242
1350	1.66299966
1351	1.662980108
1352	1.662775794
1353	1.662168045
1354	1.66208296
1355	1.66201117
1356	1.661934555
1357	1.661933424
1358	1.661829822
1359	1.661764225
1360	1.661762941
1361	1.661759617
1362	1.66175842
1363	1.661737181
1364	1.661680537
1365	1.66149142
1366	1.661300377
1367	1.661300259
1368	1.66076139
1369	1.660512821
1370	1.660477265
1371	1.660127692
1372	1.659914834
1373	1.659618288
1374	1.659543136
1375	1.659249959
1376	1.658985369
1377	1.658984273
1378	1.658555394
1379	1.658234317
1380	1.65821588
1381	1.658214795
1382	1.657872161
1383	1.657578945
1384	1.657117504
1385	1.657116423
1386	1.657115347
1387	1.657114276
1388	1.657054511
1389	1.657053452
1390	1.657052398
1391	1.656842999
1392	1.65679806
1393	1.656797011
1394	1.656613869
1395	1.65643261
1396	1.656349901
1397	1.656139851
1398	1.656138811
1399	1.65608938
1400	1.655508429
1401	1.655422838
1402	1.65534731
1403	1.655346267
1404	1.655299835
1405	1.655298796
1406	1.654778786
1407	1.654706463
1408	1.654705431
1409	1.6544844
1410	1.654436159
1411	1.654323011
1412	1.654311523
1413	1.654195065
1414	1.653994892
1415	1.653801208
1416	1.653635199
1417	1.65363426
1418	1.653554996
1419	1.653411582
1420	1.653410569
1421	1.65332013
1422	1.653248099
1423	1.653159616
1424	1.652955856
1425	1.652906494
1426	1.652905474
1427	1.652317267
1428	1.652252286
1429	1.652145938
1430	1.652144952
1431	1.652086618
1432	1.652013953
1433	1.651623759
1434	1.65134893
1435	1.651347976
1436	1.651056054
1437	1.650693037
1438	1.650692155
1439	1.650691217
1440	1.650690117
1441	1.650444377
1442	1.650398152
1443	1.650310506
1444	1.650309617
1445	1.650144358
1446	1.65013834
1447	1.650137452
1448	1.650000096
1449	1.649988509
1450	1.649550897
1451	1.648982689
1452	1.648981802
1453	1.648783758
1454	1.648743332
1455	1.648536861
1456	1.648364401
1457	1.648320585
1458	1.648251464
1459	1.648158107
1460	1.64776527
1461	1.647764457
1462	1.647672957
1463	1.647276772
1464	1.64695466
1465	1.646755376
1466	1.646682766
1467	1.6466678
1468	1.646300437
1469	1.646299582
1470	1.64629873
1471	1.646297883
1472	1.645885526
1473	1.645794817
1474	1.645759706
1475	1.64569324
1476	1.645196237
1477	1.644683608
1478	1.644682773
1479	1.644675639
1480	1.644674808
1481	1.64467398
1482	1.644498928
1483	1.644426797
1484	1.644351551
1485	1.644348371
1486	1.644300323
1487	1.644289147
1488	1.644228221
1489	1.643966238
1490	1.643965416
1491	1.643769553
1492	1.643768736
1493	1.643351913
1494	1.643062848
1495	1.642841493
1496	1.642840679
1497	1.642724807
1498	1.642666631
1499	1.642663732
1500	1.642621062
1501	1.642620218
1502	1.64256259
1503	1.642497663
1504	1.642496823
1505	1.642450349
1506	1.642204567
1507	1.642203766
1508	1.642107974
1509	1.642021453
1510	1.64180923
1511	1.641808434
1512	1.641807613
1513	1.641621308
1514	1.641457175
1515	1.641419488
1516	1.641346144
1517	1.640833302
1518	1.640829934
1519	1.640760877
1520	1.640629397
1521	1.640296357
1522	1.640248196
1523	1.640165964
1524	1.640165186
1525	1.640096498
1526	1.63955862
1527	1.639501373
1528	1.639022005
1529	1.638840553
1530	1.638796872
1531	1.638263985
1532	1.637981784
1533	1.637888044
1534	1.637843109
1535	1.637589776
1536	1.637170611
1537	1.636780755
1538	1.636655278
1539	1.636430894
1540	1.63639236
1541	1.636328337
1542	1.636276362
1543	1.636266814
1544	1.636221252
1545	1.636045279
1546	1.635855772
1547	1.635855007
1548	1.6358417
1549	1.635469143
1550	1.635404595
1551	1.635366627
1552	1.635259675
1553	1.635222232
1554	1.635160875
1555	1.635123184
1556	1.634715414
1557	1.634671919
1558	1.634453354
1559	1.63428104
1560	1.634280282
1561	1.633745003
1562	1.633712801
1563	1.633712058
1564	1.633711308
1565	1.633700889
1566	1.633699308
1567	1.633313186
1568	1.633300263
1569	1.633277767
1570	1.63283379
1571	1.632798224
1572	1.632460646
1573	1.632216147
1574	1.63221543
1575	1.63206855
1576	1.631839288
1577	1.631520166
1578	1.631480703
1579	1.631431174
1580	1.631393541
1581	1.631358955
1582	1.631180125
1583	1.631121586
1584	1.631120873
1585	1.631093607
1586	1.630937322
1587	1.630913547
1588	1.630695609
1589	1.630639249
1590	1.630638544
1591	1.630216212
1592	1.630009261
1593	1.629878151
1594	1.629689559
1595	1.629521997
1596	1.62894929
1597	1.628536296
1598	1.62836785
1599	1.628291928
1600	1.628007769
1601	1.627982747
1602	1.627570792
1603	1.627467084
1604	1.627459138
1605	1.627301381
1606	1.627300693
1607	1.62730002
1608	1.62716833
1609	1.626626824
1610	1.626589806
1611	1.626349242
1612	1.625952643
1613	1.625896142
1614	1.625858927
1615	1.62562432
1616	1.625338636
1617	1.625086626
1618	1.624870782
1619	1.624833377
1620	1.624831927
1621	1.624548017
1622	1.624547357
1623	1.624096673
1624	1.623981508
1625	1.623981507
1626	1.623943729
1627	1.623943073
1628	1.623754499
1629	1.623717175
1630	1.62362551
1631	1.623601248
1632	1.623278788
1633	1.623278134
1634	1.623147974
1635	1.623147331
1636	1.622754137
1637	1.622753492
1638	1.622728868
1639	1.622419324
1640	1.622105362
1641	1.621765398
1642	1.62176477
1643	1.621546638
1644	1.621546029
1645	1.621545422
1646	1.621534546
1647	1.621322757
1648	1.621302898
1649	1.621262685
1650	1.620851657
1651	1.620768283
1652	1.62071949
1653	1.620366725
1654	1.620366126
1655	1.620365529
1656	1.620364936
1657	1.619909366
1658	1.61990878
1659	1.619750809
1660	1.619349158
1661	1.619008033
1662	1.618976917
1663	1.618540828
1664	1.618487795
